id,reaction,reaction_name,reaction_string,ec_number,gene_name,gene_id,organism,kcat
3UMPtex,3UMPtex,3UMP transport via diffusion (extracellular to periplasm),3'-UMP = 3'-UMP,,phoE,b0241,Escherichia coli,
3UMPtex,3UMPtex,3UMP transport via diffusion (extracellular to periplasm),3'-UMP = 3'-UMP,,ompF,b0929,Escherichia coli,
3UMPtex_reverse,3UMPtex,,3'-UMP = 3'-UMP,,ompC,b2215,Escherichia coli,
3UMPtex_reverse,3UMPtex,,3'-UMP = 3'-UMP,,ompN,b1377,Escherichia coli,
3UMPtex_reverse,3UMPtex,,3'-UMP = 3'-UMP,,phoE,b0241,Escherichia coli,
3UMPtex_reverse,3UMPtex,,3'-UMP = 3'-UMP,,ompF,b0929,Escherichia coli,
42A12BOOXpp,42A12BOOXpp,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)","Dopamine + H2O + O2 = 3,4-Dihydroxyphenylacetaldehyde + Hydrogen peroxide + Ammonium",1.4.99.4,tynA,b1386,Escherichia coli,
4HOXPACDtex,4HOXPACDtex,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),4-Hydroxyphenylacetaldehyde = 4-Hydroxyphenylacetaldehyde,,ompC,b2215,Escherichia coli,
4HOXPACDtex,4HOXPACDtex,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),4-Hydroxyphenylacetaldehyde = 4-Hydroxyphenylacetaldehyde,,ompN,b1377,Escherichia coli,
4HOXPACDtex,4HOXPACDtex,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),4-Hydroxyphenylacetaldehyde = 4-Hydroxyphenylacetaldehyde,,phoE,b0241,Escherichia coli,
4HOXPACDtex,4HOXPACDtex,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),4-Hydroxyphenylacetaldehyde = 4-Hydroxyphenylacetaldehyde,,ompF,b0929,Escherichia coli,
4HOXPACDtex_reverse,4HOXPACDtex,,4-Hydroxyphenylacetaldehyde = 4-Hydroxyphenylacetaldehyde,,ompC,b2215,Escherichia coli,
4HOXPACDtex_reverse,4HOXPACDtex,,4-Hydroxyphenylacetaldehyde = 4-Hydroxyphenylacetaldehyde,,ompN,b1377,Escherichia coli,
4HOXPACDtex_reverse,4HOXPACDtex,,4-Hydroxyphenylacetaldehyde = 4-Hydroxyphenylacetaldehyde,,phoE,b0241,Escherichia coli,
4HOXPACDtex_reverse,4HOXPACDtex,,4-Hydroxyphenylacetaldehyde = 4-Hydroxyphenylacetaldehyde,,ompF,b0929,Escherichia coli,
4HTHRS,4HTHRS,4-Hydroxy-L-threonine synthase,H2O + O-Phospho-4-hydroxy-L-threonine = 4-Hydroxy-L-threonine + Phosphate,4.2.3.1,thrC,b0004,Escherichia coli,0.15
4PCP,4PCP,"Tetrapeptide L,D-carboxypeptidase","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + D-Alanine",,ldcA,b1192,Escherichia coli,
4PCPpp,4PCPpp,"Tetrapeptide L,D-carboxypeptidase (periplasm)","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + D-Alanine",,,,Escherichia coli,
4PEPTabcpp,4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ATP + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ADP + H+ + Phosphate",,oppD,b1246,Escherichia coli,
4PEPTabcpp,4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ATP + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ADP + H+ + Phosphate",,oppC,b1245,Escherichia coli,
4PEPTabcpp,4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ATP + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ADP + H+ + Phosphate",,oppF,b1247,Escherichia coli,
4PEPTabcpp,4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ATP + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ADP + H+ + Phosphate",,oppB,b1244,Escherichia coli,
4PEPTabcpp,4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ATP + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ADP + H+ + Phosphate",,oppA,b1243,Escherichia coli,
4PEPTtex,4PEPTtex,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,ompC,b2215,Escherichia coli,
4PEPTtex,4PEPTtex,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,ompN,b1377,Escherichia coli,
4PEPTtex,4PEPTtex,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,phoE,b0241,Escherichia coli,
4PEPTtex,4PEPTtex,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,ompF,b0929,Escherichia coli,
4PEPTtex_reverse,4PEPTtex,,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,ompC,b2215,Escherichia coli,
4PEPTtex_reverse,4PEPTtex,,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,ompN,b1377,Escherichia coli,
4PEPTtex_reverse,4PEPTtex,,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,phoE,b0241,Escherichia coli,
4PEPTtex_reverse,4PEPTtex,,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",,ompF,b0929,Escherichia coli,
5DGLCNR,5DGLCNR,5-dehydro-D-gluconate reductase,5-Dehydro-D-gluconate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = D-Gluconate + Nicotinamide adenine dinucleotide phosphate,1.1.1.69,idnO,b4266,Escherichia coli,10.5
5DGLCNR_reverse,5DGLCNR,,D-Gluconate + Nicotinamide adenine dinucleotide phosphate = 5-Dehydro-D-gluconate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.69,idnO,b4266,Escherichia coli,14.9
5DGLCNt2rpp,5DGLCNt2rpp,"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)",5-Dehydro-D-gluconate + H+ = 5-Dehydro-D-gluconate + H+,,idnT,b4265,Escherichia coli,
5DGLCNt2rpp_reverse,5DGLCNt2rpp,,5-Dehydro-D-gluconate + H+ = 5-Dehydro-D-gluconate + H+,,idnT,b4265,Escherichia coli,
5DGLCNtex,5DGLCNtex,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),5-Dehydro-D-gluconate = 5-Dehydro-D-gluconate,,ompC,b2215,Escherichia coli,
5DGLCNtex,5DGLCNtex,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),5-Dehydro-D-gluconate = 5-Dehydro-D-gluconate,,ompN,b1377,Escherichia coli,
5DGLCNtex,5DGLCNtex,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),5-Dehydro-D-gluconate = 5-Dehydro-D-gluconate,,phoE,b0241,Escherichia coli,
5DGLCNtex,5DGLCNtex,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),5-Dehydro-D-gluconate = 5-Dehydro-D-gluconate,,ompF,b0929,Escherichia coli,
5DGLCNtex_reverse,5DGLCNtex,,5-Dehydro-D-gluconate = 5-Dehydro-D-gluconate,,ompC,b2215,Escherichia coli,
5DGLCNtex_reverse,5DGLCNtex,,5-Dehydro-D-gluconate = 5-Dehydro-D-gluconate,,ompN,b1377,Escherichia coli,
5DGLCNtex_reverse,5DGLCNtex,,5-Dehydro-D-gluconate = 5-Dehydro-D-gluconate,,phoE,b0241,Escherichia coli,
5DGLCNtex_reverse,5DGLCNtex,,5-Dehydro-D-gluconate = 5-Dehydro-D-gluconate,,ompF,b0929,Escherichia coli,
5DOAN,5DOAN,5'-deoxyadenosine nuclosidase,5'-Deoxyadenosine + H2O = 5'-deoxyribose + Adenine,,mtn,b0159,Escherichia coli,
5MTRtex,5MTRtex,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),5-Methylthio-D-ribose = 5-Methylthio-D-ribose,,ompC,b2215,Escherichia coli,
5MTRtex,5MTRtex,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),5-Methylthio-D-ribose = 5-Methylthio-D-ribose,,ompN,b1377,Escherichia coli,
5MTRtex,5MTRtex,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),5-Methylthio-D-ribose = 5-Methylthio-D-ribose,,phoE,b0241,Escherichia coli,
5MTRtex,5MTRtex,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),5-Methylthio-D-ribose = 5-Methylthio-D-ribose,,ompF,b0929,Escherichia coli,
5MTRtex_reverse,5MTRtex,,5-Methylthio-D-ribose = 5-Methylthio-D-ribose,,ompC,b2215,Escherichia coli,
5MTRtex_reverse,5MTRtex,,5-Methylthio-D-ribose = 5-Methylthio-D-ribose,,ompN,b1377,Escherichia coli,
5MTRtex_reverse,5MTRtex,,5-Methylthio-D-ribose = 5-Methylthio-D-ribose,,phoE,b0241,Escherichia coli,
5MTRtex_reverse,5MTRtex,,5-Methylthio-D-ribose = 5-Methylthio-D-ribose,,ompF,b0929,Escherichia coli,
5MTRtpp,5MTRtpp,5-Methylthio-D-ribose transport via proton symport (periplasm),5-Methylthio-D-ribose + H+ = 5-Methylthio-D-ribose + H+,,,,Escherichia coli,
A5PISO,A5PISO,Arabinose-5-phosphate isomerase,D-Ribulose 5-phosphate = D-Arabinose 5-phosphate,5.3.1.13,kdsD,b3197,Escherichia coli,
A5PISO,A5PISO,Arabinose-5-phosphate isomerase,D-Ribulose 5-phosphate = D-Arabinose 5-phosphate,5.3.1.13,srlQ,b2708,Escherichia coli,
A5PISO_reverse,A5PISO,,D-Arabinose 5-phosphate = D-Ribulose 5-phosphate,5.3.1.13,kdsD,b3197,Escherichia coli,15.0
A5PISO_reverse,A5PISO,,D-Arabinose 5-phosphate = D-Ribulose 5-phosphate,5.3.1.13,srlQ,b2708,Escherichia coli,15.0
AACPS1,AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),Acyl carrier protein + ATP + Tetradecanoate (n-C14:0) = AMP + Myristoyl-ACP (n-C14:0ACP) + Diphosphate,6.2.1.20,aas,b2836,Escherichia coli,1.88
AACPS1,AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),Acyl carrier protein + ATP + Tetradecanoate (n-C14:0) = AMP + Myristoyl-ACP (n-C14:0ACP) + Diphosphate,6.2.1.20,acpP,b1094,Escherichia coli,1.88
AACPS2,AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),Acyl carrier protein + ATP + Tetradecenoate (n-C14:1) = AMP + Diphosphate + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),6.2.1.20,aas,b2836,Escherichia coli,1.88
AACPS2,AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),Acyl carrier protein + ATP + Tetradecenoate (n-C14:1) = AMP + Diphosphate + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),6.2.1.20,acpP,b1094,Escherichia coli,1.88
AACPS3,AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),Acyl carrier protein + ATP + Hexadecanoate (n-C16:0) = AMP + Palmitoyl-ACP (n-C16:0ACP) + Diphosphate,6.2.1.20,aas,b2836,Escherichia coli,1.88
AACPS3,AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),Acyl carrier protein + ATP + Hexadecanoate (n-C16:0) = AMP + Palmitoyl-ACP (n-C16:0ACP) + Diphosphate,6.2.1.20,acpP,b1094,Escherichia coli,1.88
AACPS4,AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),Acyl carrier protein + ATP + Hexadecenoate (n-C16:1) = AMP + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + Diphosphate,,aas,b2836,Escherichia coli,
AACPS4,AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),Acyl carrier protein + ATP + Hexadecenoate (n-C16:1) = AMP + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + Diphosphate,,acpP,b1094,Escherichia coli,
AACPS5,AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),Acyl carrier protein + ATP + Octadecenoate (n-C18:1) = AMP + Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1) + Diphosphate,,aas,b2836,Escherichia coli,
AACPS5,AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),Acyl carrier protein + ATP + Octadecenoate (n-C18:1) = AMP + Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1) + Diphosphate,,acpP,b1094,Escherichia coli,
AACPS6,AACPS6,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),Acyl carrier protein + ATP + Octadecanoate (n-C18:0) = AMP + Octadecanoyl-ACP (n-C18:0ACP) + Diphosphate,6.2.1.20,aas,b2836,Escherichia coli,1.88
AACPS6,AACPS6,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),Acyl carrier protein + ATP + Octadecanoate (n-C18:0) = AMP + Octadecanoyl-ACP (n-C18:0ACP) + Diphosphate,6.2.1.20,acpP,b1094,Escherichia coli,1.88
AACPS7,AACPS7,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),Acyl carrier protein + ATP + Dodecanoate (n-C12:0) = AMP + Dodecanoyl-ACP (n-C12:0ACP) + Diphosphate,6.2.1.l,aas,b2836,Escherichia coli,1.88
AACPS7,AACPS7,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),Acyl carrier protein + ATP + Dodecanoate (n-C12:0) = AMP + Dodecanoyl-ACP (n-C12:0ACP) + Diphosphate,6.2.1.l,acpP,b1094,Escherichia coli,1.88
AACPS8,AACPS8,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),Acyl carrier protein + ATP + Decanoate (n-C10:0) = AMP + Decanoyl-ACP (n-C10:0ACP) + Diphosphate,6.2.1.20,aas,b2836,Escherichia coli,1.88
AACPS8,AACPS8,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),Acyl carrier protein + ATP + Decanoate (n-C10:0) = AMP + Decanoyl-ACP (n-C10:0ACP) + Diphosphate,6.2.1.20,acpP,b1094,Escherichia coli,1.88
AACPS9,AACPS9,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),Acyl carrier protein + ATP + Octanoate (n-C8:0) = AMP + Octanoyl-ACP (n-C8:0ACP) + Diphosphate,6.2.1.l,aas,b2836,Escherichia coli,1.76
AACPS9,AACPS9,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),Acyl carrier protein + ATP + Octanoate (n-C8:0) = AMP + Octanoyl-ACP (n-C8:0ACP) + Diphosphate,6.2.1.l,acpP,b1094,Escherichia coli,1.76
AACTOOR,AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),Aminoacetone + H2O + O2 = Hydrogen peroxide + Methylglyoxal + Ammonium,1.4.3.6,,,Escherichia coli,
AADDGT,AADDGT,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase","DTDP-4-acetamido-4,6-dideoxy-D-galactose + Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate = DTDP + H+ + Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose",,wecF,b4481,Escherichia coli,
AAMYL,AAMYL,Alpha-amylase,"1,4-alpha-D-glucan = Maltohexaose",,amyA,b1927,Escherichia coli,
AAMYLpp,AAMYLpp,Alpha-amylase (periplasm),"1,4-alpha-D-glucan = Maltohexaose",,malS,b3571,Escherichia coli,
AB6PGH,AB6PGH,Arbutin 6-phosphate glucohydrolase,Arbutin 6-phosphate + H2O = D-Glucose 6-phosphate + Hydroquinone,3.2.1.86,bglA,b2901,Escherichia coli,
ABTA,ABTA,4-aminobutyrate transaminase,4-Aminobutanoate + 2-Oxoglutarate = L-Glutamate + Succinic semialdehyde,2.6.1.19,gabT,b2662,Escherichia coli,0.555
ABTA,ABTA,4-aminobutyrate transaminase,4-Aminobutanoate + 2-Oxoglutarate = L-Glutamate + Succinic semialdehyde,2.6.1.19,puuE,b1302,Escherichia coli,0.555
ABUTD,ABUTD,Aminobutyraldehyde dehydrogenase,4-Aminobutanal + H2O + Nicotinamide adenine dinucleotide = 4-Aminobutanoate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced,1.2.1.3,patD,b1444,Escherichia coli,7.7
ABUTt2pp,ABUTt2pp,4-aminobutyrate transport in via proton symport (periplasm),4-Aminobutanoate + H+ = 4-Aminobutanoate + H+,,gabP,b2663,Escherichia coli,
ABUTtex,ABUTtex,4-aminobutyrate transport via diffusion (extracellular to periplasm),4-Aminobutanoate = 4-Aminobutanoate,,ompC,b2215,Escherichia coli,
ABUTtex,ABUTtex,4-aminobutyrate transport via diffusion (extracellular to periplasm),4-Aminobutanoate = 4-Aminobutanoate,,ompN,b1377,Escherichia coli,
ABUTtex,ABUTtex,4-aminobutyrate transport via diffusion (extracellular to periplasm),4-Aminobutanoate = 4-Aminobutanoate,,phoE,b0241,Escherichia coli,
ABUTtex,ABUTtex,4-aminobutyrate transport via diffusion (extracellular to periplasm),4-Aminobutanoate = 4-Aminobutanoate,,ompF,b0929,Escherichia coli,
ABUTtex_reverse,ABUTtex,,4-Aminobutanoate = 4-Aminobutanoate,,ompC,b2215,Escherichia coli,
ABUTtex_reverse,ABUTtex,,4-Aminobutanoate = 4-Aminobutanoate,,ompN,b1377,Escherichia coli,
ABUTtex_reverse,ABUTtex,,4-Aminobutanoate = 4-Aminobutanoate,,phoE,b0241,Escherichia coli,
ABUTtex_reverse,ABUTtex,,4-Aminobutanoate = 4-Aminobutanoate,,ompF,b0929,Escherichia coli,
ACACCT,ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,Acetoacetate + Acetyl-CoA = Acetoacetyl-CoA + Acetate,2.8.3.8,atoA,b2222,Escherichia coli,5.23
ACACCT,ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,Acetoacetate + Acetyl-CoA = Acetoacetyl-CoA + Acetate,2.8.3.8,atoD,b2221,Escherichia coli,5.23
ACACT1r,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 Acetyl-CoA = Acetoacetyl-CoA + Coenzyme A,2.3.1.9,fadA,b3845,Escherichia coli,5.23
ACACT1r,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 Acetyl-CoA = Acetoacetyl-CoA + Coenzyme A,2.3.1.9,atoB,b2224,Escherichia coli,5.23
ACACT1r,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 Acetyl-CoA = Acetoacetyl-CoA + Coenzyme A,2.3.1.9,fadI,b2342,Escherichia coli,5.23
ACACT1r_reverse,ACACT1r,,Acetoacetyl-CoA + Coenzyme A = 2.0 Acetyl-CoA,2.3.1.9,fadA,b3845,Escherichia coli,1.0
ACACT1r_reverse,ACACT1r,,Acetoacetyl-CoA + Coenzyme A = 2.0 Acetyl-CoA,2.3.1.9,atoB,b2224,Escherichia coli,1.0
ACACT1r_reverse,ACACT1r,,Acetoacetyl-CoA + Coenzyme A = 2.0 Acetyl-CoA,2.3.1.9,fadI,b2342,Escherichia coli,1.0
ACACT2r,ACACT2r,Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r),Acetyl-CoA + Butanoyl-CoA = 3-Oxohexanoyl-CoA + Coenzyme A,2.3.1.9,fadA,b3845,Escherichia coli,5.23
ACACT2r,ACACT2r,Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r),Acetyl-CoA + Butanoyl-CoA = 3-Oxohexanoyl-CoA + Coenzyme A,2.3.1.9,fadI,b2342,Escherichia coli,5.23
ACACT2r_reverse,ACACT2r,,3-Oxohexanoyl-CoA + Coenzyme A = Acetyl-CoA + Butanoyl-CoA,2.3.1.9,fadA,b3845,Escherichia coli,1.0
ACACT2r_reverse,ACACT2r,,3-Oxohexanoyl-CoA + Coenzyme A = Acetyl-CoA + Butanoyl-CoA,2.3.1.9,fadI,b2342,Escherichia coli,1.0
ACACT3r,ACACT3r,Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r),Acetyl-CoA + Hexanoyl-CoA (n-C6:0CoA) = 3-Oxooctanoyl-CoA + Coenzyme A,2.3.1.9,fadA,b3845,Escherichia coli,5.23
ACACT3r,ACACT3r,Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r),Acetyl-CoA + Hexanoyl-CoA (n-C6:0CoA) = 3-Oxooctanoyl-CoA + Coenzyme A,2.3.1.9,fadI,b2342,Escherichia coli,5.23
ACACT3r_reverse,ACACT3r,,3-Oxooctanoyl-CoA + Coenzyme A = Acetyl-CoA + Hexanoyl-CoA (n-C6:0CoA),2.3.1.9,fadA,b3845,Escherichia coli,1.0
ACACT3r_reverse,ACACT3r,,3-Oxooctanoyl-CoA + Coenzyme A = Acetyl-CoA + Hexanoyl-CoA (n-C6:0CoA),2.3.1.9,fadI,b2342,Escherichia coli,1.0
ACACT4r,ACACT4r,Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r),Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA) = 3-Oxodecanoyl-CoA + Coenzyme A,2.3.1.9,fadA,b3845,Escherichia coli,5.23
ACACT4r,ACACT4r,Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r),Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA) = 3-Oxodecanoyl-CoA + Coenzyme A,2.3.1.9,fadI,b2342,Escherichia coli,5.23
ACACT4r_reverse,ACACT4r,,3-Oxodecanoyl-CoA + Coenzyme A = Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA),2.3.1.9,fadA,b3845,Escherichia coli,1.0
ACACT4r_reverse,ACACT4r,,3-Oxodecanoyl-CoA + Coenzyme A = Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA),2.3.1.9,fadI,b2342,Escherichia coli,1.0
ACACT5r,ACACT5r,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),Acetyl-CoA + Decanoyl-CoA (n-C10:0CoA) = 3-Oxododecanoyl-CoA + Coenzyme A,2.3.1.9,fadA,b3845,Escherichia coli,5.23
ACACT5r,ACACT5r,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),Acetyl-CoA + Decanoyl-CoA (n-C10:0CoA) = 3-Oxododecanoyl-CoA + Coenzyme A,2.3.1.9,fadI,b2342,Escherichia coli,5.23
ACACT5r_reverse,ACACT5r,,3-Oxododecanoyl-CoA + Coenzyme A = Acetyl-CoA + Decanoyl-CoA (n-C10:0CoA),2.3.1.9,fadA,b3845,Escherichia coli,1.0
ACACT5r_reverse,ACACT5r,,3-Oxododecanoyl-CoA + Coenzyme A = Acetyl-CoA + Decanoyl-CoA (n-C10:0CoA),2.3.1.9,fadI,b2342,Escherichia coli,1.0
ACACT6r,ACACT6r,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),Acetyl-CoA + Dodecanoyl-CoA (n-C12:0CoA) = 3-Oxotetradecanoyl-CoA + Coenzyme A,2.3.1.9,fadA,b3845,Escherichia coli,5.23
ACACT6r,ACACT6r,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),Acetyl-CoA + Dodecanoyl-CoA (n-C12:0CoA) = 3-Oxotetradecanoyl-CoA + Coenzyme A,2.3.1.9,fadI,b2342,Escherichia coli,5.23
ACACT6r_reverse,ACACT6r,,3-Oxotetradecanoyl-CoA + Coenzyme A = Acetyl-CoA + Dodecanoyl-CoA (n-C12:0CoA),2.3.1.9,fadA,b3845,Escherichia coli,1.0
ACACT6r_reverse,ACACT6r,,3-Oxotetradecanoyl-CoA + Coenzyme A = Acetyl-CoA + Dodecanoyl-CoA (n-C12:0CoA),2.3.1.9,fadI,b2342,Escherichia coli,1.0
ACACT7r,ACACT7r,Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r),Acetyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA) = 3-Oxohexadecanoyl-CoA + Coenzyme A,2.3.1.9,fadA,b3845,Escherichia coli,5.23
ACACT7r,ACACT7r,Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r),Acetyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA) = 3-Oxohexadecanoyl-CoA + Coenzyme A,2.3.1.9,fadI,b2342,Escherichia coli,5.23
ACACT7r_reverse,ACACT7r,,3-Oxohexadecanoyl-CoA + Coenzyme A = Acetyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA),2.3.1.9,fadA,b3845,Escherichia coli,1.0
ACACT7r_reverse,ACACT7r,,3-Oxohexadecanoyl-CoA + Coenzyme A = Acetyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA),2.3.1.9,fadI,b2342,Escherichia coli,1.0
ACACT8r,ACACT8r,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",3-Oxooctadecanoyl-CoA + Coenzyme A = Acetyl-CoA + Palmitoyl-CoA (n-C16:0CoA),,fadA,b3845,Escherichia coli,
ACACT8r,ACACT8r,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",3-Oxooctadecanoyl-CoA + Coenzyme A = Acetyl-CoA + Palmitoyl-CoA (n-C16:0CoA),,fadI,b2342,Escherichia coli,
ACACT8r_reverse,ACACT8r,,Acetyl-CoA + Palmitoyl-CoA (n-C16:0CoA) = 3-Oxooctadecanoyl-CoA + Coenzyme A,,fadA,b3845,Escherichia coli,
ACACT8r_reverse,ACACT8r,,Acetyl-CoA + Palmitoyl-CoA (n-C16:0CoA) = 3-Oxooctadecanoyl-CoA + Coenzyme A,,fadI,b2342,Escherichia coli,
ACACt2pp,ACACt2pp,Acetoacetate transport via proton symport  (periplasm),Acetoacetate + H+ = Acetoacetate + H+,,atoE,b2223,Escherichia coli,
ACACt2pp_reverse,ACACt2pp,,Acetoacetate + H+ = Acetoacetate + H+,,atoE,b2223,Escherichia coli,
ACACtex,ACACtex,Acetoacetate transport via diffusion (extracellular to periplasm),Acetoacetate = Acetoacetate,,ompC,b2215,Escherichia coli,
